symbol,lastClose,marketCap,companyName,exchange,c,o,vwap
CCCS,9.54,6287434123.070768,CCC INTELLIGENT SOLUTIONS HO,NASDAQ,9.54,9.7,9.54
NUVL,80.93,5811482815.450226,NUVALENT INC-A,NASDAQ,80.93,81.3,80.93
HRZN,8.28,323650000.0,HORIZON TECHNOLOGY FINANCE C,NASDAQ,8.28,8.07,8.28
GTN.A,11.185,597270146.6476868,GRAY MEDIA INC-A,NYSE,11.185,11.48,11.185
LC,12.7,1450337781.2529552,LENDINGCLUB CORP,NYSE,12.7,12.65,12.7
FTRE,5.11,462454998.06072116,FORTREA HOLDINGS INC,NASDAQ,5.11,5.15,5.11
CESDF,5.2746,1595406557.0,CES ENERGY SOLUTIONS CORP,OTC,5.2746,5.2746,5.2746
KMBIF,14.33,3971228654.0,KAMBI GROUP PLC,OTC,14.33,14.33,14.33
HUGPF,46.36,2948370725.0,HUGO BOSS AG  -ORD,OTC,46.36,49.74,46.36
NVEC,75.63,365834851.7278431,NVE CORP,NASDAQ,75.63,76.28,75.63
ATEC,10.99,1606437951.171848,ALPHATEC HOLDINGS INC,NASDAQ,10.99,11.56,10.99
BKU,37.27,2803148265.301852,BANKUNITED INC,NYSE,37.27,37.29,37.27
IFS,36.68,4234621566.228261,INTERCORP FINANCIAL SERVICES,NYSE,36.68,36.975,36.68
PRMRF,15.8,3115034514.0,PARAMOUNT RESOURCES LTD -A,OTC,15.8,15.75,15.8
EHAB,7.05,356993781.31578946,ENHABIT INC,NYSE,7.05,7.33,7.05
KW,7.58,1048263014.01287,KENNEDY-WILSON HOLDINGS INC,NYSE,7.58,7.64,7.58
SCS,10.59,1214757741.3547204,STEELCASE INC-CL A,NYSE,10.59,10.76,10.59
PII,49.99,2809326463.494108,POLARIS INC,NYSE,49.99,49.13,49.99
NAN,11.43,352770000.0,NUVEEN NY QLTY MUNI INC,NYSE,11.43,11.45,11.43
AEG,6.95,9483862035.0,AEGON LTD-NY REG SHR,NYSE,6.95,6.99,6.95
FOF,12.79,351650000.0,COHEN & STEERS CLOSED-END OP,NYSE,12.79,12.73,12.79
CALX,50.49,3272774447.720275,CALIX INC,NYSE,50.49,50.67,50.49
BMDPF,8.65,8843021651.0,BANCA MONTE DEI PASCHI SIENA,OTC,8.65,8.395,8.65
ACAZF,13.1525,322322473.0,ACADIAN TIMBER CORP,OTC,13.1525,13.1421,13.1525
ICHR,23.75,810347135.1750317,ICHOR HOLDINGS LTD,NASDAQ,23.75,23.74,23.75
LOAR,79.58,7445191838.582138,LOAR HOLDINGS INC,NYSE,79.58,78.71,79.58
CGNX,34.34,5764476707.11399,COGNEX CORP,NASDAQ,34.34,34.26,34.34
INVX,16.2,1117455569.280885,INNOVEX INTERNATIONAL INC,NYSE,16.2,16.24,16.2
MQY,11.06,799510000.0,BLACKROCK MUNIYIELD QUALITY,NYSE,11.06,11.08,11.06
NVAX,6.84,1107877089.9549298,NOVAVAX INC,NASDAQ,6.84,7.0,6.84
GMVHY,12.72,6014254797.0,ENTAIN PLC -UNSPONSORED ADR,OTC,12.72,12.74,12.72
AAT,21.16,1282606635.0,AMERICAN ASSETS TRUST INC,NYSE,21.16,20.81,21.16
DFH,28.3,2647578662.3068743,DREAM FINDERS HOMES INC - A,NYSE,28.3,27.36,28.3
RNAC,13.32,345711147.1285081,CARTESIAN THERAPEUTICS INC,NASDAQ,13.32,13.12,13.32
CSTM,14.11,2016572942.8941178,CONSTELLIUM SE,NYSE,14.11,14.25,14.11
CWT,45.9,2734269518.6130915,CALIFORNIA WATER SERVICE GRP,NYSE,45.9,46.12,45.9
CASH,82.79,1974171040.1744783,PATHWARD FINANCIAL INC,NASDAQ,82.79,83.69,82.79
GSHD,96.32,3615169807.472667,GOOSEHEAD INSURANCE INC -A,NASDAQ,96.32,100.31,96.32
ALEX,17.89,1297901021.0,ALEXANDER & BALDWIN INC,NYSE,17.89,17.75,17.89
BBWI,32.84,6949331865.286182,BATH & BODY WORKS INC,NYSE,32.84,33.02,32.84
IIPZF,9.75,1880980000.0,INTERRENT REAL ESTATE INVEST,OTC,9.75,9.75,9.75
LZB,39.22,1603344562.5390959,LA-Z-BOY INC,NYSE,39.22,39.73,39.22
COLM,61.45,3364012656.933302,COLUMBIA SPORTSWEAR CO,NASDAQ,61.45,63.07,61.45
ATRC,30.72,1520789128.0648782,ATRICURE INC,NASDAQ,30.72,31.88,30.72
SMSMY,10.805,3192750655.0,SIMS LTD-SPON ADR,OTC,10.805,11.85,10.805
NC,40.39,300604006.88297355,NACCO INDUSTRIES-CL A,NYSE,40.39,40.5,40.39
ADX,21.67,2579540000.0,ADAMS DIVERSIFIED EQUITY,NYSE,21.67,21.8,21.67
CLM,8.24,2070080000.0,CORNERSTONE STRATEGIC INVEST,AMEX,8.24,8.25,8.24
MTCH,32.49,7967371004.277002,MATCH GROUP INC,NASDAQ,32.49,33.23,32.49
NVTS,5.84,1121185315.5015974,NAVITAS SEMICONDUCTOR CORP,NASDAQ,5.84,6.24,5.84
REVG,48.49,2366183649.275295,REV GROUP INC,NYSE,48.49,48.91,48.49
IFSPF,9.725,705945263.0,INTERFOR CORP,OTC,9.725,9.7,9.725
ALSN,91.53,7711841216.294525,ALLISON TRANSMISSION HOLDING,NYSE,91.53,94.37,91.53
UAN,90.28,954226794.926337,CVR PARTNERS LP,NYSE,90.28,88.57,90.28
WNDLF,97.73,3948009853.0,WENDEL,OTC,97.73,97.73,97.73
IMNM,8.64,751786507.5486035,IMMUNOME INC,NASDAQ,8.64,8.82,8.64
KRNT,20.14,912895938.779594,KORNIT DIGITAL LTD,NASDAQ,20.14,20.06,20.14
GBFH,37.42,525452051.6199999,GBANK FINANCIAL HOLDINGS INC,NASDAQ,37.42,38.49,37.42
THRM,30.28,934434296.9585075,GENTHERM INC,NASDAQ,30.28,31.17,30.28
PZRIF,11.324,380354166.0,PIZZA PIZZA ROYALTY CORP,OTC,11.324,11.324,11.324
GSL.PRB,26.4,993035702.6162201,GLOBAL SHIP LEASE INC - GSL 8 3/4 PERP,NYSE,26.4,26.28,26.4
BIRDF,21.79,1644870140.0,BIRD CONSTRUCTION INC,OTC,21.79,21.65,21.79
CAC,42.58,719694000.207816,CAMDEN NATIONAL CORP,NASDAQ,42.58,43.27,42.58
PHCUF,5.49,1501724268.0,PHOTOCURE ASA,OTC,5.49,5.49,5.49
SMC,24.44,458630394.0846692,SUMMIT MIDSTREAM CORP,NYSE,24.44,24.21,24.44
SVM,5.12,1434135361.0,SILVERCORP METALS INC,AMEX,5.12,4.94,5.12
PMTRU,10.55,312260000.0,PERIMETER ACQUISITION CORP I,NASDAQ,10.55,10.55,10.55
GLBL,22.8333,445481243.3721356,PACERMSCI WRLD IND ADV,BATS,22.8333,22.8333,22.8333
DIOD,57.39,2662973947.463643,DIODES INC,NASDAQ,57.39,56.735,57.39
ADT,8.52,6660645873.571929,ADT INC,NYSE,8.52,8.55,8.52
SRDX,30.87,441418344.08704066,SURMODICS INC,NASDAQ,30.87,30.98,30.87
INMD,14.71,1023208056.4374177,INMODE LTD,NASDAQ,14.71,15.07,14.71
GRRR,20.24,458820889.9791469,GORILLA TECHNOLOGY GROUP INC,NASDAQ,20.24,21.86,20.24
MENS,10.01,743078976.64,JYONG BIOTECH LTD,NASDAQ,10.01,9.3,10.01
DBIN,34.5,385296008.0,DACOTAH BANKS INC,OTC,34.5,35.1,34.5
PIERF,23.0,611041359.0,PIERER MOBILITY AG,OTC,23.0,23.0,23.0
HY,42.4,750883541.1543876,HYSTER-YALE INC,NYSE,42.4,42.16,42.4
SARO,29.84,9980335395.868044,STANDARDAERO INC,NYSE,29.84,29.76,29.84
MCB,73.39,782345437.5732882,METROPOLITAN BANK HOLDING CO,NYSE,73.39,73.02,73.39
AKR,18.42,2413609837.0,ACADIA REALTY TRUST,NYSE,18.42,18.22,18.42
TORXF,32.007,3771488190.0,TOREX GOLD RESOURCES INC,OTC,32.007,32.55,32.007
EXK,5.84,2151283801.0,ENDEAVOUR SILVER CORP,NYSE,5.84,5.575,5.84
STGYF,7.224,698267308.0,STINGRAY GROUP INC,OTC,7.224,7.224,7.224
PCN,12.61,813160000.0,PIMCO CORPORATE & INCOME STR,NYSE,12.61,12.59,12.61
RICK,40.02,350697269.814978,RCI HOSPITALITY HOLDINGS INC,NASDAQ,40.02,40.47,40.02
GOFPY,11.51,7243145573.0,OPAP SA-UNSPON ADR,OTC,11.51,11.39,11.51
ACLLY,71.73,5292260787.0,ACCELLERON INDUSTRIES AG,OTC,71.73,71.66,71.73
PUBM,12.99,630452056.0095098,PUBMATIC INC-CLASS A,NASDAQ,12.99,13.6,12.99
BUI,26.29,594470000.0,BLCKRCK UTIL INFRA & PWR OPP,NYSE,26.29,26.29,26.29
MLYS,14.49,944389906.967213,MINERALYS THERAPEUTICS INC,NASDAQ,14.49,14.51,14.49
RBB,18.5,328187395.67868507,RBB BANCORP,NASDAQ,18.5,18.76,18.5
EQBK,42.93,751940129.1955773,EQUITY BANCSHARES INC - CL A,NYSE,42.93,43.17,42.93
HUBG,35.65,2183364335.440895,HUB GROUP INC-CL A,NASDAQ,35.65,36.18,35.65
CLKXF,17.33,560427984.0,TWC ENTERPRISES LTD,OTC,17.33,17.33,17.33
NAMS,21.54,2418310567.9100814,NEWAMSTERDAM PHARMA CO NV,NASDAQ,21.54,21.85,21.54
ODC,58.47,793482574.7968216,OIL-DRI CORP OF AMERICA,NYSE,58.47,58.38,58.47
RITM.PRD,24.44,6228939346.0,RITHM CAPITAL CORP - RITM 7 PERP,NYSE,24.44,24.4,24.44
DTLIF,10.94,813423426.0,D2L INC,OTC,10.94,10.94,10.94
LEO,5.86,369380000.0,BNY MELLON STRATEGIC MUNI,NYSE,5.86,5.9,5.86
SGBAF,7.374,2575725451.0,SES,OTC,7.374,7.3188,7.374
EGO,20.48,5599054207.0,ELDORADO GOLD CORP,NYSE,20.48,20.18,20.48
HAYW,14.92,3227015413.1398554,HAYWARD HOLDINGS INC,NYSE,14.92,15.07,14.92
BBCP,6.88,357953442.83165467,CONCRETE PUMPING HOLDINGS IN,NASDAQ,6.88,6.88,6.88
MNMD,8.06,608959372.1209877,MIND MEDICINE MINDMED INC,NASDAQ,8.06,8.05,8.06
GTES,24.44,6299927560.960389,GATES INDUSTRIAL CORP PLC,NYSE,24.44,24.54,24.44
NGRRF,69.93,803828746.0,NAGARRO SE,OTC,69.93,70.86,69.93
XOMAO,25.49,324781347.9075269,XOMA ROYALTY CORP - XOMA 8 3/8 PERP,NASDAQ,25.49,25.49,25.49
AORT,31.46,1343429687.9864862,ARTIVION INC,NYSE,31.46,32.46,31.46
UMBFP,25.0,8366982329.589539,UMB FINANCIAL CORP,NASDAQ,25.0,25.0,25.0
JACK,22.75,429507400.3873396,JACK IN THE BOX INC,NASDAQ,22.75,22.53,22.75
OCLDY,13.0,9846198383.0,ORICA LTD-UNSP ADR,OTC,13.0,13.0,13.0
CNS,76.77,3913669936.266821,COHEN & STEERS INC,NYSE,76.77,76.99,76.77
ZD,32.68,1375421987.3218732,ZIFF DAVIS INC,NASDAQ,32.68,33.09,32.68
LEG,10.13,1369013936.9990323,LEGGETT & PLATT INC,NYSE,10.13,10.16,10.13
PLAB,19.49,1172333443.0372233,PHOTRONICS INC,NASDAQ,19.49,19.54,19.49
UGI,35.58,7629822357.413966,UGI CORP,NYSE,35.58,35.69,35.58
MAMTF,14.21,767399427.0,MCAN MORTGAGE CORP,OTC,14.21,14.21,14.21
UUGWF,15.7427,7459859113.0,UNITED UTILITIES GROUP PLC,OTC,15.7427,15.7427,15.7427
FVRR,27.23,977808234.0886307,FIVERR INTERNATIONAL LTD,NYSE,27.23,27.49,27.23
GEF.B,70.87,3263531979.312491,GREIF INC-CL B,NYSE,70.87,70.77,70.87
MCFT,20.23,335921797.04406786,MASTERCRAFT BOAT HOLDINGS IN,NASDAQ,20.23,20.5,20.23
BRRLY,10.455,4524552860.0,BARRY CALLEBAUT AG-UNSP ADR,OTC,10.455,10.3935,10.455
SB.PRD,25.805,420493858.47407407,SAFE BULKERS INC - SB 8 PERP,NYSE,25.805,25.805,25.805
AVBP,21.63,793718396.4307761,ARRIVENT BIOPHARMA INC,NASDAQ,21.63,21.91,21.63
NETD,11.09,422806241.12010676,NABORS ENERGY TRANSITION C-A,NASDAQ,11.09,11.34,11.09
JCAP,16.87,1091237299.6000001,JEFFERSON CAPITAL INC,NASDAQ,16.87,16.8,16.87
BTDR,13.24,2604919162.2201977,BITDEER TECHNOLOGIES GROUP-A,NASDAQ,13.24,13.91,13.24
TDS.PRV,18.98,4229358446.5568786,TELEPHONE & DATA SYS - TDS 6 PERP,NYSE,18.98,18.92,18.98
MTH,73.77,5298918976.590366,MERITAGE HOMES CORP,NYSE,73.77,73.86,73.77
CLBR.U,17.29,365924982.8336448,COLOMBIER ACQUIS CORP II,NYSE,17.29,17.29,17.29
EFC.PRA,24.98,1251353923.0,ELLINGTON FINANCIAL - EFC 10.0497 PERP,NYSE,24.98,25.05,24.98
HBT,25.78,811952267.4139111,HBT FINANCIAL INC/DE,NASDAQ,25.78,26.26,25.78
ARIS,23.03,1361881174.379521,ARIS WATER SOLUTIONS INC-A,NYSE,23.03,23.12,23.03
TITN,19.93,460075442.62144953,TITAN MACHINERY INC,NASDAQ,19.93,20.28,19.93
NWN,41.49,1672451955.3035886,NORTHWEST NATURAL HOLDING CO,NYSE,41.49,41.54,41.49
WSEWF,15.1,2312655882.0,WARSAW STOCK EXCHANGE,OTC,15.1,14.5,15.1
CMC,52.11,5832700010.7118225,COMMERCIAL METALS CO,NYSE,52.11,52.21,52.11
BIT,14.68,615440000.0,BLACKROCK MULTI-SECTOR INC,NYSE,14.68,14.68,14.68
OIS,5.64,348940115.99999994,OIL STATES INTERNATIONAL INC,NYSE,5.64,5.6,5.64
SCHL,21.45,571822624.7514687,SCHOLASTIC CORP,NASDAQ,21.45,22.06,21.45
UZF,21.4,5950786814.227138,US CELLULAR CORP - USM 5 1/2 06/01/70,NYSE,21.4,21.69,21.4
IKTSF,67.97,7753474679.0,INTERTEK GROUP PLC,OTC,67.97,67.97,67.97
TANAF,13.8,628150000.0,TIAN'AN TECHNOLOGY GROUP LTD,OTC,13.8,13.8,13.8
DVCMY,7.17,7560903975.0,DAVIDE CAMPARI - UNSP ADR,OTC,7.17,7.44,7.17
BFS.PRD,21.08,847544765.0,SAUL CENTERS INC - BFS 6 1/8 PERP,NYSE,21.08,21.29,21.08
POLEU,10.52,306313800.0,ANDRETTI ACQUISITION CORP II,NASDAQ,10.52,10.52,10.52
RNW,7.46,2705224285.0241933,RENEW ENERGY GLOBAL PLC-A,NASDAQ,7.46,7.43,7.46
BL,53.65,3343475046.0524907,BLACKLINE INC,NASDAQ,53.65,55.81,53.65
SPXSY,41.96,4664849288.0,SPIRAX GROUP PLC-UNSP ADR,OTC,41.96,41.92,41.96
CKSNF,5.3,972878350.0,VESUVIUS PLC,OTC,5.3,5.3,5.3
LEVI,21.95,8677450354.287886,LEVI STRAUSS & CO- CLASS A,NYSE,21.95,21.75,21.95
MSM,90.38,5031976966.03011,MSC INDUSTRIAL DIRECT CO-A,NYSE,90.38,90.88,90.38
OSBC,18.7,1239830616.233561,OLD SECOND BANCORP INC,NASDAQ,18.7,18.81,18.7
POLE,10.38,306313800.0,ANDRETTI ACQUISITION CORP -A,NASDAQ,10.38,10.38,10.38
PEO,22.29,578100000.0,ADAMS NATURAL RESOURCES FUND,NYSE,22.29,22.08,22.29
TATYF,6.95,2336501351.0,TATE & LYLE PLC,OTC,6.95,6.95,6.95
LSCC,53.72,7386905137.844079,LATTICE SEMICONDUCTOR CORP,NASDAQ,53.72,54.27,53.72
JXN,87.03,6217294556.21288,JACKSON FINANCIAL INC-A,NYSE,87.03,86.83,87.03
HPP.PRC,14.89,975997662.0,HUDSON PACIFIC PROPERTIE - HPP 4 3/4 PERP,NYSE,14.89,14.7,14.89
BHF,48.79,2800984442.6823325,BRIGHTHOUSE FINANCIAL INC,NASDAQ,48.79,51.5,48.79
CSTL,19.66,567629706.359879,CASTLE BIOSCIENCES INC,NASDAQ,19.66,19.68,19.66
WIW,8.76,536580000.00000006,WESTERN ASST INFL-LNK OPP,NYSE,8.76,8.79,8.76
GNE,21.75,583886569.5065789,GENIE ENERGY LTD-B,NYSE,21.75,22.59,21.75
RYHTY,7.05,2422313587.0,RYMAN HEALTHCARE LTD-UNS ADR,OTC,7.05,7.05,7.05
EDDRF,8.6953,1058887604.0,EDREAMS ODIGEO SL,OTC,8.6953,8.6953,8.6953
MGPPF,7.01,2069705448.0000002,MEGAPORT LTD,OTC,7.01,7.01,7.01
RCAT,8.57,843494783.482301,RED CAT HOLDINGS INC,NASDAQ,8.57,8.1,8.57
ARESF,5.552,732910000.0,ARTIS REAL ESTATE INVESTMENT,OTC,5.552,5.552,5.552
SOUN,11.57,4648066439.384866,SOUNDHOUND AI INC-A,NASDAQ,11.57,12.05,11.57
DSP,12.93,808985946.5146627,VIANT TECHNOLOGY INC-A,NASDAQ,12.93,13.52,12.93
GLADZ,25.5,636847348.1836158,GLADSTONE CAPITAL CORP - GLAD 7 3/4 09/01/28,NASDAQ,25.5,25.76,25.5
DRDBU,10.57,314640003.42,ROMAN DBDR ACQUISITION CORP,NASDAQ,10.57,10.53,10.57
IIPR.PRA,23.98,1569469102.0,INNOVATIVE INDUSTRIAL - IIPR 9 PERP,NYSE,23.98,24.0,23.98
TEM,56.88,9846851350.409397,TEMPUS AI INC,NASDAQ,56.88,59.0,56.88
GHLD,19.81,1232903095.0,GUILD HOLDINGS CO - CLASS A,NYSE,19.81,19.81,19.81
OZK,51.58,5850817575.764182,BANK OZK,NASDAQ,51.58,50.9,51.58
HKHC,40.085,746996828.9233334,HORIZON KINETICS HOLDING COR,OTC,40.085,39.4375,40.085
CPB,31.24,9313580329.091507,THE CAMPBELL'S COMPANY,NASDAQ,31.24,30.39,31.24
SERV,10.04,573518486.9416196,SERVE ROBOTICS INC,NASDAQ,10.04,10.42,10.04
CTOS,5.15,1166350167.9615386,CUSTOM TRUCK ONE SOURCE INC,NYSE,5.15,5.14,5.15
GRRMY,14.5,1744270046.0,GERRESHEIMER AG-UNSP ADR,OTC,14.5,14.5,14.5
NEGG,49.24,955078742.8555516,NEWEGG COMMERCE INC,NASDAQ,49.24,28.8,49.24
HSHP,6.78,3104884807.0,HIMALAYA SHIPPING LTD,NYSE,6.78,6.65,6.78
TTEK,36.59,9641561151.947426,TETRA TECH INC,NASDAQ,36.59,36.43,36.59
HNI,51.66,2404911020.5009537,HNI CORP,NYSE,51.66,52.18,51.66
IHS,5.96,1987308021.9409833,IHS HOLDING LTD,NYSE,5.96,6.09,5.96
GBTG,6.41,3068484754.4355087,GLOBAL BUSINESS TRAVEL GROUP,NYSE,6.41,6.52,6.41
HESM,38.44,8074851987.858896,HESS MIDSTREAM LP - CLASS A,NYSE,38.44,38.39,38.44
COHU,20.27,942609607.9703883,COHU INC,NASDAQ,20.27,20.32,20.27
PRAX,50.54,1029448350.6819086,PRAXIS PRECISION MEDICINES I,NASDAQ,50.54,50.19,50.54
AGMJF,11.74,660444100.0,ALGOMA CENTRAL CORP,OTC,11.74,11.7315,11.74
STHRF,23.97,6523474517.0,STRATHCONA RESOURCES LTD,OTC,23.97,22.57,23.97
FMCCS,18.21,4771437391.6751,Federal Home Loan Mortgage Corporation,OTC,18.21,18.2125,18.21
JFR,8.58,1146180000.0,NUVEEN FLOATING RATE INCOME,NYSE,8.58,8.57,8.58
BOH,68.95,2739714602.6823177,BANK OF HAWAII CORP,NYSE,68.95,69.41,68.95
CTTOF,9.4,1071898289.0,CTT-CORREIOS DE PORTUGAL,OTC,9.4,9.4,9.4
EIG,46.22,1111156619.0753572,EMPLOYERS HOLDINGS INC,NYSE,46.22,45.91,46.22
AHR,36.65,5847951484.0,AMERICAN HEALTHCARE REIT INC,NYSE,36.65,35.99,36.65
XFLT,5.68,431590000.0,XAI OCTAGON FLTNG RT & ALT,NYSE,5.68,5.69,5.68
RFI,11.89,317100000.0,COHEN & STEERS TOT RET RLTY,NYSE,11.89,11.91,11.89
AES,12.59,8963107822.721998,AES CORP,NYSE,12.59,12.27,12.59
HP,17.17,1706983269.2799075,HELMERICH & PAYNE,NYSE,17.17,17.06,17.17
AGNCM,24.7,9642547016.0,AGNC INVESTMENT CORP - AGNC 8.84971 PERP,NASDAQ,24.7,24.7,24.7
MUTRF,42.0,728609878.0,MUTARES SE & CO KGAA,OTC,42.0,42.0,42.0
STBA,39.19,1502165628.2633963,S & T BANCORP INC,NASDAQ,39.19,39.66,39.19
CTOUF,12.5675,9176145352.0,CHARTER HALL GROUP,OTC,12.5675,12.5675,12.5675
BHVN,13.93,1422427461.4331338,BIOHAVEN LTD,NYSE,13.93,14.62,13.93
SONO,10.53,1264521328.4743013,SONOS INC,NASDAQ,10.53,10.93,10.53
KIO,12.47,514559999.99999994,KKR INCOME OPPORTUNITIES,NYSE,12.47,12.5,12.47
DBD,59.89,2231733383.482312,DIEBOLD NIXDORF INC,NYSE,59.89,60.04,59.89
KLPEF,36.86,9160015106.0,KLEPIERRE,OTC,36.86,37.13,36.86
AI,26.29,3440991308.274524,C3.AI INC-A,NYSE,26.29,26.41,26.29
CDRE,32.77,1332414531.9746256,CADRE HOLDINGS INC,NYSE,32.77,32.69,32.77
DBRG.PRJ,21.26,2041858675.0,DIGITALBRIDGE GROUP INC - DBRG 7 1/8 PERP,NYSE,21.26,21.15,21.26
BWOFY,6.5,6301398837.0,BW OFFSHORE - UNSP ADR,OTC,6.5,6.5,6.5
CNK,29.8,3427346079.3299837,CINEMARK HOLDINGS INC,NYSE,29.8,30.365,29.8
S,17.29,5748673447.867187,SENTINELONE INC -CLASS A,NYSE,17.29,17.8,17.29
TYEKF,12.4,6847849121.0,THYSSENKRUPP AG,OTC,12.4,13.05,12.4
MBX,13.04,435853769.0258064,MBX BIOSCIENCES INC,NASDAQ,13.04,12.0,13.04
MGPI,31.06,660700722.0793399,MGP INGREDIENTS INC,NASDAQ,31.06,31.17,31.06
CCORF,7.96,1133974826.0,CANACCORD GENUITY GROUP INC,OTC,7.96,7.93,7.96
RYI,23.77,765301009.1795409,RYERSON HOLDING CORP,NYSE,23.77,23.92,23.77
SA,15.71,2121459738.0,SEABRIDGE GOLD INC,NYSE,15.71,15.5,15.71
IMXI,10.3,308759483.4213099,INTERNATIONAL MONEY EXPRESS,NASDAQ,10.3,10.16,10.3
BFS,35.03,847544765.0,SAUL CENTERS INC,NYSE,35.03,34.72,35.03
LXP,8.59,2516886846.0,LXP INDUSTRIAL TRUST,NYSE,8.59,8.39,8.59
HAE,75.52,3627753772.407829,HAEMONETICS CORP/MASS,NYSE,75.52,77.66,75.52
CRSP,56.8,4905457342.657627,CRISPR THERAPEUTICS AG,NASDAQ,56.8,58.88,56.8
CGIFF,8.247,1266440000.0,CHEMTRADE LOGISTICS INCOM FD,OTC,8.247,8.247,8.247
AURA,6.4,396827684.4903989,AURA BIOSCIENCES INC,NASDAQ,6.4,6.72,6.4
AMSF,44.16,841261869.7989811,AMERISAFE INC,NASDAQ,44.16,43.25,44.16
CSR,60.08,1009121099.0,CENTERSPACE,NYSE,60.08,59.77,60.08
TDW,52.61,2602948045.776164,TIDEWATER INC,NYSE,52.61,52.47,52.61
KYN,12.44,2093780000.0000002,KAYNE ANDERSON ENERGY INFRA,NYSE,12.44,12.4,12.44
WEAV,7.74,581907187.2199762,WEAVE COMMUNICATIONS INC,NYSE,7.74,8.33,7.74
APYRF,13.2,2482750000.0,ALLIED PROPERTIES REAL ESTAT,OTC,13.2,13.122,13.2
EFRTF,5.81,561550000.0,NEXUS INDUSTRIAL REIT,OTC,5.81,5.8,5.81
PCTTU,18.0,2738282522.9624834,PURECYCLE TECHNOLOGIES INC,NASDAQ,18.0,18.0,18.0
VCV,10.52,501080000.0,INVESCO CA VAL MUNI INC TR,NYSE,10.52,10.44,10.52
BCRX,8.76,1833032429.716216,BIOCRYST PHARMACEUTICALS INC,NASDAQ,8.76,8.87,8.76
OUST,23.34,1255574498.4627962,OUSTER INC,NASDAQ,23.34,23.93,23.34
SESMF,50.0,810498825.0,SUSS MICROTEC SE,OTC,50.0,50.0,50.0
KSS,9.57,1072238829.0062175,KOHLS CORP,NYSE,9.57,9.5,9.57
SIMAU,10.5,319853336.81,SIM ACQUISITION CORP I,NASDAQ,10.5,10.5,10.5
NMAI,12.6,421830000.0,NUVEEN MULTI-ASSET INCOME,NYSE,12.6,12.6,12.6
ALB.PRA,35.97,8351571125.445807,ALBEMARLE CORP - ALB 7 1/4 03/01/27,NYSE,35.97,36.63,35.97
CMCL,20.86,402489169.052114,CALEDONIA MINING CORP PLC,AMEX,20.86,20.56,20.86
DLB,75.17,7221295549.77788,DOLBY LABORATORIES INC-CL A,NYSE,75.17,75.13,75.17
EPRT,31.61,6169760835.0,ESSENTIAL PROPERTIES REALTY,NYSE,31.61,30.85,31.61
AFRAF,13.0485,2890258593.0,AIR FRANCE-KLM,OTC,13.0485,13.0,13.0485
ONBPO,24.9801,8567557882.977419,OLD NATL BANCORP - ONB 7 PERP,NASDAQ,24.9801,24.95,24.9801
PMTV,25.34,1143319478.0,PENNYMAC MTGE INVESTMENT - PMT 9 02/15/30,NYSE,25.34,25.3,25.34
CTLP,11.02,807149485.4505894,CANTALOUPE INC,NASDAQ,11.02,11.05,11.02
CC,13.82,2068497604.3316724,CHEMOURS CO/THE,NYSE,13.82,13.76,13.82
TMCI,6.0,377429720.7729469,TREACE MEDICAL CONCEPTS INC,NASDAQ,6.0,6.16,6.0
SKYH,10.0,758817306.0428851,SKY HARBOUR GROUP CORP,NYSE,10.0,10.19,10.0
GGN.PRB,20.59,690930000.0,GAMCO GLOBAL GOLD NATURA - GGN 5 PERP,AMEX,20.59,20.7036,20.59
CSWCZ,25.6,1273396160.3470182,CAPITAL SOUTHWEST CORP - CSWC 7 3/4 08/01/28,NASDAQ,25.6,25.6,25.6
OCFC,18.54,1082430485.4028437,OCEANFIRST FINANCIAL CORP,NASDAQ,18.54,18.81,18.54
HYAC.U,11.22,326796456.0,HAYMAKER ACQUISITION CORP 4,NYSE,11.22,11.22,11.22
ACLLF,36.3535,5658607645.0,ATCO LTD -CLASS I,OTC,36.3535,36.405,36.3535
GRNNF,12.534,1859638096.0,GRAND CITY PROPERTIES,OTC,12.534,12.534,12.534
BJRI,41.66,921345776.8354605,BJ'S RESTAURANTS INC,NASDAQ,41.66,43.08,41.66
MWA,25.15,3940440173.165282,MUELLER WATER PRODUCTS INC-A,NYSE,25.15,25.19,25.15
QBCAF,29.04,9504250803.0,QUEBECOR INC-CL A,OTC,29.04,29.04,29.04
FULTP,18.29,3474092765.040185,FULTON FINANCIAL CORP - FULT 5 1/8 PERP,NASDAQ,18.29,18.29,18.29
BTDPY,11.36,6067847111.0,BARRATT DEVELOPMENTS-UNS ADR,OTC,11.36,11.39,11.36
GRFS,9.74,7026903748.0,GRIFOLS SA-ADR,NASDAQ,9.74,9.82,9.74
FNCNF,19.0,5207476134.0,FINCANTIERI SPA,OTC,19.0,19.65,19.0
VLYPO,24.9667,5328844768.367049,VALLEY NATIONAL BANCORP - VLY 8.43172 PERP,NASDAQ,24.9667,24.9485,24.9667
NXT,61.7,9121293602.24369,NEXTRACKER INC-CL A,NASDAQ,61.7,62.69,61.7
ELMTY,8.6075,991308607.0,ELEMENTIS PLC-UNSP ADR,OTC,8.6075,9.2,8.6075
SCVL,21.32,582797811.5846295,SHOE CARNIVAL INC,NASDAQ,21.32,21.49,21.32
SPR,39.93,4684545152.804774,SPIRIT AEROSYSTEMS HOLD-CL A,NYSE,39.93,39.85,39.93
